Sample,CZ.1,CZ.2,CZ.3,CL1.1,CL1.2,CL1.3
pos_3131_2-Methylbutyroylcarnitine,0.0167,0.0205,0.0177,0.0489,0.0292,0.1313
pos_3135_Isopimpinellin,0.0291,0.0814,0.0094,0.3117,0.774,0.0066
pos_3149_,0.3906,0.7288,0.3847,0.1118,0.2364,0.0855
pos_3167_N-(adamantan-1-yl)methoxycarbothioamide,0.4401,0.2715,0.1142,0.2456,0.4557,0.2181
pos_3185_naphthalen-2-yl benzoate,0.0258,0.01,0.0244,0.0284,0.0544,0.0282
"pos_3187_1-Methoxypyrene-6,7-oxide",0.0181,0.017,0.0196,0.0249,0.028,0.0152
pos_3216_Alkhanol,0.0694,0.1218,0.0354,0.7028,0.247,0.9682
pos_3254_Gymnoascolide A,0.0202,0.0173,0.0143,0.0091,0.023,0.016
pos_3260_3-Ketoapotrichothecene,0.03,0.243,0.2733,0.2722,0.1231,0.3317
pos_633_trans-3-Hexenyl acetate,0.1025,0.1219,0.0736,0.6118,0.1392,0.8292
pos_3275_UNPD205004,0.0647,0.1038,0.0204,0.2651,0.1452,0.3299
pos_3281_Aikupikanyne A,0.2007,0.132,0.175,0.0111,0.0068,0.0135
pos_3293_,0.0025,0.0034,0.0014,0.0072,0.027,0.0026
pos_3338_Trichocarane D;(-)-Trichocarane D,0.0114,0.0133,0.0139,0.1118,0.0433,0.1956
pos_3342_,0.0344,0.0724,0.0348,0.4238,0.3552,0.3953
pos_3345_12-Hydroxy-6-epi-albrassitriol,0.0374,0.0462,0.0328,0.814,0.1985,1.2376
pos_3347_Toxin FS2,0.0199,0.0239,0.0259,0.2346,0.1225,0.3054
pos_3358_,0.1778,0.1785,0.214,0.0171,0.0131,0.0183
pos_3366_N-Acetylvanilalanine,0.0298,0.0353,0.0246,0.04,0.0158,0.0367
pos_3367_N-Acetylvanilalanine,0.0291,0.047,0.033,0.0139,0.0093,0.0131
pos_3400_,0.5241,0.3848,0.9907,0.0736,0.0346,0.0763
pos_3405_,0.1502,0.2619,0.1816,0.2027,0.1605,0.1916
pos_3803_Paucine,0.0221,0.0224,0.0247,0.3375,0.1369,0.501
"pos_3409_(3beta,9beta)-7-Drimene-3,11,12-triol",0.0855,0.1121,0.0682,0.1094,0.0801,0.137
pos_3436_ergoline,0.0118,0.0182,0.0052,0.0321,0.0181,0.0206
pos_3437_UNPD111532,0.0199,0.0295,0.0147,0.0143,0.0159,0.0285
pos_3438_,0.016,0.0117,0.0226,0.0502,0.0255,0.0313
pos_344_Methyl sorbate,0.0149,0.0206,0.0241,0.1286,0.0499,0.134
pos_3447_Dinemasone B,0.0469,0.0607,0.0617,0.0743,0.0791,0.0684
pos_3451_Tricladic acid B,0.0193,0.0264,0.0254,0.023,0.0138,0.015
"pos_3466_1beta,4beta,7alpha-Trihydroxyeudesmane;(-)-1beta,4beta,7alpha-Trihydroxyeudesmane",0.0089,0.0175,0.013,0.2432,0.0658,0.3465
pos_3473_Glycerophosphocholine,0.051,0.0481,0.1122,0.0986,0.1033,0.0975
pos_348_(E)-2-octenal,0.0242,0.0189,0.0284,0.0853,0.1138,0.1411
pos_3501_Wyerone,0.1602,0.2173,0.0588,0.0849,0.0357,0.0615
pos_3503_Lactucin,0.1848,0.0942,0.0348,0.0966,0.0519,0.1095
"pos_3528_18-methyl-18-azatetracyclo[9.7.0.0?,?.0??,??]octadeca-1(11),3,5,7,9,12,14,16-octaen-2-one",0.9213,0.4916,0.3016,0.1331,0.3636,0.1583
pos_591_UNPD80729,0.0232,0.0247,0.0173,0.1467,0.0851,0.2428
pos_3555_Deoxynivalenol,0.0235,0.0573,0.098,0.0572,0.0501,0.0658
pos_3557_,0.0752,0.0769,0.0563,0.1075,0.1764,0.1172
"pos_3585_12-methyl-12-azatetracyclo[9.7.0.0?,?.0??,??]octadeca-1(11),3,5,7,13,15,17-heptaen-2-one",0.023,0.0286,0.0223,0.0318,0.0756,0.0317
pos_359_(E)-2-octenal,0.0075,0.0067,0.0096,0.0255,0.0446,0.0843
pos_3644_,0.0269,0.0175,0.0053,0.0082,0.0078,0.0126
"pos_3649_2-(3,4-dihydroxyhepta-1,5-dien-1-yl)-6-hydroxybenzene-1-carboximidic acid",0.1635,0.3619,0.1131,0.0222,0.0166,0.0226
"pos_3658_1,4-dimethyl-7-[4-(methylamino)but-1-en-2-yl]-decahydroazulene-1,4-diol",0.0142,0.0241,0.0142,0.2218,0.1884,0.2192
pos_3665_Phaeofuran B;(-)-Phaeofuran B,0.0355,0.0465,0.0877,0.0451,0.0602,0.0478
pos_3682_Illudin S,0.0495,0.0219,0.0537,0.0435,0.0278,0.0419
pos_3685_Subaphylline,0.019,0.0167,0.0305,0.0701,0.2075,0.0808
pos_369_N-cyclohexylformamide,0.0061,2.00E-04,0.003,0.0142,0.102,0.0076
pos_3702_D-1-[(3-Carboxypropyl)amino]-1-deoxyfructose,0.005,0.0027,0.0048,0.0175,0.0627,0.0054
pos_3721_7-Methoxy-2-methylisoflavone,0.0012,0.0017,0.0025,9.00E-04,0.0036,0.0039
pos_3740_Alkhanol,0.0433,0.0527,0.0335,0.4805,0.3725,0.6594
pos_4346_Alkhanol,0.0359,0.0413,0.0373,0.2693,0.0897,0.3843
pos_5004_Alpha-dihydroartemisinin,0.014,0.0164,0.0164,0.1915,0.057,0.2597
pos_3747_tributyl phosphate,0.2588,0.368,0.4888,0.2971,0.1057,0.0747
pos_3758_Juvenile hormone III,0.4101,0.4509,0.2581,0.0238,0.0252,0.0348
pos_3772_Gymnoascolide A,0.0108,0.0164,0.0079,0.168,0.0918,0.153
pos_3799_,0.0202,0.0199,0.042,0.0133,0.0062,0.0135
pos_8606_11'-Carboxy-gamma-tocotrienol,2.9106,1.2653,0.2225,0.6652,2.2359,0.288
pos_3834_UNPD201407,0.6933,0.734,0.7235,0.0574,0.0444,0.0483
pos_3860_,0.0427,0.0498,0.06,0.0428,0.0328,0.0381
pos_3878_UNPD226221,0.0348,0.1412,0.109,0.2647,0.1634,0.2022
pos_389_Pipecolic acid,0.0168,0.0797,0.0174,0.0212,0.04,0.0833
"pos_5398_9,12,13-TriHOME",0.063,0.1116,0.0353,0.1267,0.0799,0.1227
pos_3919_hexahomomethionine S-oxide,0.3844,0.4423,0.1002,0.0101,0.0068,0.0067
pos_392_,0.0281,0.0469,0.0729,0.0215,0.0245,0.0327
pos_3924_,0.0264,0.0228,0.0086,0.0526,0.1048,0.0369
pos_3929_Tridecanoylglycine,0.0454,0.0115,0.0181,0.0727,0.03,0.1471
pos_3932_Tridecanoylglycine,0.0035,0.0075,0.0059,0.3574,0.0776,0.4232
pos_4056_N-(adamantan-1-yl)propoxycarbothioamide,0.4337,0.1975,0.1699,0.1454,0.2314,0.103
pos_3951_,0.0182,0.0216,0.0211,0.0205,0.0064,0.0188
"pos_3981_7(14)-Bisabolene-2,3,10,11-tetrol",0.0091,0.0068,0.007,0.1403,0.0824,0.1777
pos_3983_N(6)-(Octanoyl)lysine,0.0042,0.0028,0.0052,0.0147,0.0043,0.0117
pos_3991_Koenigine,0.0652,0.0424,0.045,0.0919,0.1956,0.0789
pos_4_Cyclohexylamine,0.0152,0.0189,0.0571,0.0043,0.0057,0.0064
"pos_4005_(2xi,4xi)-4,4',5,7-Tetrahydroxyflavan",0.0097,0.0117,0.0035,0.0062,0.0078,0.0098
pos_402_,0.4653,0.274,0.2055,0.0786,0.112,0.0831
pos_4029_1b-Furanoeudesm-4(15)-en-1-ol acetate,0.0332,0.0349,0.0387,0.0974,0.1134,0.1276
pos_403_Cinnamic acid,0.0883,0.0785,0.0902,0.1049,0.0989,0.1038
pos_404_Cinnamic acid,0.079,0.0514,0.0416,0.0291,0.0231,0.0286
pos_4047_,0.2279,0.1181,0.0265,0.1449,0.287,0.2329
pos_4049_gamma-thiomethyl glutamate,0.1454,0.0619,0.0148,0.0077,0.0135,0.0094
pos_4057_Koenimbine,0.5595,0.4147,0.1336,1.2023,1.3852,0.9939
pos_4075_Sulfocostunolide A,0.0179,0.0096,0.0299,0.0359,0.0269,0.0165
pos_4099_(+)-Neomethynolide;Neomethynolide,0.0517,0.0905,0.0605,0.0304,0.0298,0.0419
pos_4102_Ginsenoyne C,0.3183,0.2895,0.2854,0.134,0.115,0.1346
pos_411_Cinnamic acid,0.0737,0.0722,0.1227,0.0322,0.0415,0.0227
pos_4121_Murrayacine,0.034,0.0306,0.0105,0.0885,0.0872,0.1456
pos_4125_,0.2902,0.188,0.0155,0.0168,0.0063,0.027
pos_6597_21-Hydroxygalbonolide B,0.3753,0.2089,0.339,0.0253,0.0217,0.0248
pos_4135_,0.0028,0.0019,0.003,0.009,0.0075,0.0047
pos_4144_UNPD76400,0.2104,0.0613,0.0403,0.0701,0.1451,0.0361
pos_4150_p-Hydroxyphenethyl trans-ferulate,0.0227,0.0236,0.0069,0.0415,0.0334,0.0356
pos_4157_Caledonixanthone B,0.0252,0.0291,0.0197,0.0146,0.0168,0.0222
pos_4180_Alpha-Linolenic acid,0.2655,0.3504,0.6906,0.596,0.3735,0.6017
pos_4184_,0.4023,0.4001,0.3319,0.4382,0.3483,0.2805
pos_4189_Punicic acid,0.2324,0.2363,0.3011,0.2879,0.2505,0.2592
pos_4190_Gamma-Linolenic acid,0.3881,0.3712,0.31,0.3632,0.3598,0.8089
pos_4198_(+)-Erythraline,0.0105,0.0108,0.0089,0.0124,0.021,0.0224
pos_4200_Lansamide 3,0.1018,0.0774,0.0496,0.073,0.086,0.0485
pos_4207_UNPD223402,0.0043,0.0051,0.0138,0.0142,0.0059,0.0337
pos_421_Mevalonolactone,0.1581,0.1889,0.1957,0.1318,0.0615,0.1832
pos_4232_UNPD115725,0.0981,0.1025,0.0934,0.0707,0.0898,0.0409
pos_4239_,0.0284,0.0254,0.0263,0.0558,0.0425,0.0826
"pos_4244_7-Hydroxy-2,2-dimethyl-5-(2-phenylethyl)chromene",0.0914,0.0659,0.0667,0.0105,0.0187,0.0149
pos_4263_Juzirine,0.1915,0.129,0.0573,0.0135,0.0113,0.011
pos_4265_2'-O-Methyladenosine,0.0268,0.025,0.0251,0.0177,0.029,0.0182
pos_4269_Floribundine,0.0136,0.0081,0.0068,0.0207,0.0158,0.0217
pos_4305_Strobilol C;(+)-Strobilol C,0.0537,0.0714,0.0705,0.349,0.2102,0.454
pos_4308_Cynaratriol,0.1903,0.1022,0.1149,0.2497,0.2337,0.3096
pos_431_L-Isoleucine,0.0746,0.0875,0.1059,0.1375,0.076,0.1905
pos_4929_Hexaethylene glycol,0.1238,0.1212,0.0678,0.0937,0.0577,0.0686
pos_5591_Berkeleylactone F,0.0094,0.0084,0.0057,0.018,0.0194,0.0476
pos_4322_Decumbenone B;(+)-Decumbenone B,0.1585,0.0902,0.097,0.0486,0.0481,0.0601
pos_4342_2-[(2S)-2-[(2R)-2-morpholinyl]-2-phenylethyl]phenol,0.0122,0.0163,0.0117,0.0271,0.0214,0.0343
pos_4366_,0.1375,0.1254,0.1515,0.0862,0.0755,0.0863
pos_4387_Asperic acid;(+)-Asperic acid,0.1029,0.143,0.1111,0.0802,0.0404,0.0843
pos_439_Cinnamaldehyde,0.1342,0.1169,0.0809,0.2104,0.3326,0.5814
pos_4400_CNP0440566,0.0254,0.0438,0.0438,0.0112,0.0128,0.0122
pos_4406_Morphine,0.1025,0.1122,0.0366,0.0148,0.0078,0.0106
pos_4407_Morphine,0.8781,0.6722,0.257,0.0667,0.0361,0.0317
pos_4409_Morphine,4.7893,4.7082,1.7797,0.1856,0.0362,0.1066
pos_4410_Salvianan,0.0536,0.0194,0.0155,0.053,0.1431,0.0326
"pos_4411_6-propan-2-yl-2-sulfanylidene-1,5,7,8-tetrahydropyrido[4,3-d]pyrimidin-4-one",0.029,0.0096,0.021,0.0249,0.102,0.0121
pos_4444_Sakuranetin,0.0094,0.0085,0.0058,0.0062,0.0112,0.0127
pos_4453_Pilosine,0.1678,0.1103,0.0868,0.0307,0.0388,0.0267
pos_7788_Cortisone,0.2568,0.3052,0.6309,2.5787,1.5536,1.9495
pos_4466_Leucyl-Leucine,0.1162,0.0964,0.1244,0.1007,0.0944,0.1039
pos_4505_,0.2259,0.3059,0.4196,0.2391,0.2163,0.1923
pos_4506_3-Oxohexadecanoic acid,0.079,0.0683,0.0664,0.1018,0.1077,0.0746
"pos_4508_13,14,15,16-tetranorlabdane-8alpha,12,18-triol",0.0499,0.0732,0.0415,0.0575,0.1071,0.0323
pos_4531_,0.0698,0.0244,0.0292,0.1838,0.1499,0.3138
pos_4541_,0.3468,0.1804,0.3754,0.0496,0.0309,0.0644
"pos_4548_(13R,14R)-7-Labdene-13,14,15-triol",0.0889,0.2655,0.3265,0.0106,0.0083,0.0241
"pos_4561_2-{1-[(4-hydroxythiolan-3-yl)amino]ethylidene}-6,6-dimethylbicyclo[3.1.0]hexan-3-one",0.3807,0.2088,0.1705,0.119,0.1429,0.0994
pos_4565_N-(adamantan-1-yl)(2-methylpropoxy)carbothioamide,0.2645,0.2397,0.1542,0.0485,0.1179,0.054
pos_4567_Hyoscyamine,0.0349,0.0819,0.0128,0.0237,0.9264,0.0328
pos_4578_UNPD223685,0.0023,9.00E-04,0.0043,0.1592,0.0058,0.0597
"pos_4617_5-(3-pyridinylmethyl)-1,3,5-triazinane-2-thione",0.0546,0.024,0.0319,0.0052,0.008,0.0095
"pos_4619_5-(3-pyridinylmethyl)-1,3,5-triazinane-2-thione",0.1313,0.1238,0.0177,0.0882,0.0391,0.1149
"pos_4623_2,3-diphenyl-2-azaspiro[3.5]nonan-1-one",0.009,0.0099,0.0025,0.0179,0.0179,0.0196
pos_4634_Phenylglucuronide,0.0963,0.046,0.1068,0.251,0.201,0.1009
pos_4656_,0.0491,0.0272,0.0138,0.0471,0.0336,0.1478
pos_4685_5-[(1H-imidazol-5-yl)methyl]-3-methyl-2-sulfanylideneimidazolidin-4-one,0.1286,0.0649,0.0383,0.0804,0.0748,0.0813
pos_4686_Pimethixene,0.0104,0.0118,0.0037,0.018,0.0254,0.0107
pos_4687_Casimiroin,0.02,0.0083,0.0029,0.0248,0.0779,0.0302
"pos_4689_(8R)-7-prop-2-enyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-13,14-diol",0.0489,0.0294,0.0268,0.0213,0.0313,0.0184
"pos_472_p-Mentha-1,3,5,8-tetraene",0.1007,0.0785,0.146,0.0389,0.0308,0.0506
pos_4720_Nivalenol,0.05,0.029,0.0145,0.0793,0.148,0.0686
pos_4726_UNPD200493,0.8457,0.8497,0.5201,0.077,0.0497,0.0965
pos_8396_Serotinose,0.0865,0.0389,0.0052,0.0102,0.0048,0.0088
pos_4743_3-Oxo-2-(2-entenyl)cyclopentaneoctanoic acid;OPC-8:0,0.2884,0.3651,0.4057,0.415,0.3246,0.3043
pos_4750_UNPD85501,0.5689,0.4298,0.573,0.2525,0.2777,0.243
pos_4753_Mebendazole,0.0613,0.0724,0.099,0.0644,0.0396,0.0749
pos_4755_Mebendazole,0.0095,0.0045,0.0092,0.0027,0.0033,7.00E-04
pos_4759_,0.0199,0.0137,0.0147,0.1518,0.1158,0.2458
pos_4762_Streptoglutarimide G,0.0237,0.017,0.0097,0.029,0.0445,0.0345
pos_5470_,1.2617,0.5957,0.3062,0.0169,0.0152,0.0191
"pos_4835_3-Hydroxyestra-1,3,5(10),7-tetraene-16,17-dione 16-oxime",0.2428,0.2037,0.0743,0.0148,0.0162,0.015
pos_4836_(+)-Erythraline,0.0521,0.0433,0.0192,0.2021,0.1095,0.4085
pos_4840_,0.0718,0.0934,0.0971,0.0614,0.0652,0.0575
"pos_4842_(5-{[3-(1H-1,3-benzodiazol-2-yl)pyrrolidin-1-yl]methyl}furan-2-yl)methanol",0.0447,0.0475,0.0892,0.0587,0.0659,0.0592
pos_4854_Linoleic acid,0.0184,0.0117,0.0039,0.3124,0.315,0.2326
"pos_4875_4',5-Dihydroxy-7-methoxy-6-methylflavone",0.0034,0,0.0023,0.002,0.0037,0
pos_491_Vanillin,0.7287,0.5472,0.5567,0.591,1.4547,0.4862
pos_4917_,0.0464,0.0251,0.007,0.0569,0.1372,0.0496
"pos_4956_(S,E)-Zearalenone",0.0602,0.0719,0.0945,0.1232,0.1332,0.1518
pos_4975_7-Hydroxy-10-methoxydeacetyldihydrobotrydial,0.0478,0.0848,0.049,0.0642,0.0405,0.0932
pos_4985_Ineketone,0.5206,1.0355,0.9353,0.0222,0.0218,0.0323
pos_4996_etozolin,0.0171,0.0124,0.014,0.0164,0.0349,0.0208
pos_5000_3-hydroxy-cis-5-octenoylcarnitine,0.2068,0.166,0.1236,0.1381,0.067,0.0626
pos_5035_xi-7-Hydroxyhexadecanedioic acid,0.0352,0.0214,0.0292,0.2961,0.2256,0.442
pos_5063_9-cyclopentyl-3H-purine-6-thione,0.0314,0.01,0.0042,0.0076,0.0111,0.0042
pos_5070_Biotin amide,0.0094,0.0156,0.0136,0.0175,0.0417,0.0198
pos_5075_3-hydroxyoctanoyl carnitine,0.0035,0.0082,0.0071,0.2132,0.0714,0.2767
pos_5078_3-hydroxyoctanoyl carnitine,0.0063,0.0095,0.0121,0.3376,0.1021,0.5997
pos_5083_Alpha-Linolenoyl ethanolamide,0.0177,0.0332,0.0227,0.2718,0.4997,0.2034
pos_5088_,1.4142,1.9227,2.5736,1.1377,1.1629,1.1464
"pos_5112_4-[4-(propan-2-yl)phenyl]-3H,4H,5H,6H,7H-imidazo[4,5-c]pyridine",0.0261,0.0267,0.0206,0.0443,0.0499,0.0372
pos_512_(-)-trans-Carveol,0.0784,0.0332,0.0399,0.0171,0.0114,0.017
"pos_5124_ent-13E-Labdene-2alpha,3alpha,8alpha,15-tetrol",0.035,0.035,0.0623,0.4785,0.1942,0.419
pos_513_p-Cymene,0.2564,0.1981,0.2269,0.0795,0.0505,0.0867
pos_5148_,0.0325,0.02,0.0076,0.0116,0.0117,0.0068
pos_6660_Alectrol,0.0111,0.0191,0.0084,0.0044,0.0101,0.0057
pos_5172_,0.0309,0.0362,0.0577,0.0329,0.061,0.0288
pos_5174_cyclo(his-phe),0.021,0.0275,0.016,0.123,0.2547,0.0185
pos_5177_2-Methyl-3-(2-propenyl)pyrazine,0.0224,0.021,0.0109,0.02,0.0194,0.0228
pos_5180_UNPD206653,0.0111,0.011,0.0138,0.0465,0.0342,0.113
pos_5197_13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid,0.0717,0.0611,0.0736,0.078,0.0618,0.0545
pos_5243_Allamandin,0.0092,0.0123,0.0217,0.0607,0.0655,0.0286
"pos_5245_4R,5R,6S-Trihydroxy-2-hydroxymethyl-2-cyclohexen-1-one 6-(2-hydroxy-6-methylbenzoate)",0.0198,0.0147,0.0173,0.101,0.1042,0.0539
pos_5256_,0.2846,0.3688,0.3108,0.1589,0.1433,0.157
pos_5273_Obtusilactone A,0.1202,0.1059,0.3719,0.0772,0.0657,0.1039
pos_5282_Ketotifen,0.0196,0.0277,0.0064,0.0067,0.0068,0.0039
pos_5287_Porphobilinogen,0.0139,0.0149,0.0351,0.0099,0.0056,0.022
pos_5298_N-Hexadecanoylpyrrolidine,1.5047,2.032,3.4404,1.4002,1.1466,1.1729
pos_5308_Clauslactone M,0.4743,0.2875,0.1923,0.0145,0.0162,0.0208
pos_532_Adenine,0.1009,0.1343,0.1317,0.0674,0.0797,0.0659
pos_863_Patulin,0.0162,0.0194,0.0122,0.005,0.0046,0.0046
pos_5345_(S)-Reticuline,0.0364,0.0265,0.0108,0.0148,0.0143,0.0147
pos_536_3-Methoxybenzaldehyde,0.0376,0.0319,0.0141,0.057,0.082,0.0635
pos_5379_,0.0293,0.0403,0.0127,0.0124,0.0165,0.0142
pos_6066_Fragransol B,0.9766,0.7385,0.5973,0.2971,0.2944,0.4283
pos_5385_Leptosphaerone C;(-)-Leptosphaerone C,0.0253,0.0379,0.0467,0.0144,0.0148,0.0152
pos_5402_9(S)-HPODE,0.3694,0.4689,0.5235,0.2631,0.1346,0.2441
pos_541_,0.2169,0.3059,0.1531,0.2973,0.2148,0.2619
pos_5410_MG(16:0/0:0/0:0),0.2355,0.3268,0.5383,0.2021,0.2359,0.3068
pos_5419_UNPD128477,0.0166,0.0197,0.0171,0.0052,0.003,0
pos_5421_(S)-5'-Deoxy-5'-(methylsulfinyl)adenosine,0.0293,0.0254,0.0184,0.0465,0.0767,0.0268
pos_5428_Laurolitsine,2.2826,1.0133,0.5929,0.0229,0.014,0.0158
pos_5439_(+)-Erysotrine,1.5652,1.6983,0.2783,0.0199,0.0154,0.0211
pos_5460_,4.00E-04,0,8.00E-04,0.0015,0.0015,0.0015
pos_5497_Bhimamycin C,0.0547,0.0643,0.0458,0.0118,0.0116,0.0095
pos_5498_CNP0441896,0.0066,0.0012,0.0036,0.0075,0.0043,0.005
pos_5502_,0.2019,0.2204,0.0929,0.232,0.1813,0.1964
pos_5513_Dehydrophytosphingosine,0.896,0.7799,0.4561,0.3879,0.2506,0.3796
pos_5514_Dehydrophytosphingosine,0.6143,0.5332,0.3329,0.4346,0.3934,0.5166
pos_5523_Scytalol A,0.0207,0.0261,0.0132,0.0232,0.0591,0.0254
pos_5531_CNP0428931,0.1311,0.1694,0.1637,0.1278,0.123,0.1328
"pos_5532_1-methyl-4-[3-(5-propyl-1,3,4-oxadiazol-2-yl)pyrrolidin-1-yl]piperidine",0.048,0.0378,0.0712,0.1084,0.1007,0.0972
"pos_5542_Methyl (9Z)-8'-oxo-6,8'-diapo-6-carotenoate",0.0188,0.01,0.0046,0.2302,0.3672,0.2581
pos_6183_D-Linalool 3-glucoside,0.0065,0.0053,0.0107,0.017,0.0112,0.0321
pos_5559_Gibberellin A12 7-aldehyde,0.0079,0.0062,0.0069,0.0066,0.0244,0.0022
pos_5561_Gibberellin A12 7-aldehyde,0.02,0.021,0.0193,0.0431,0.0393,0.0279
pos_5574_7-hydroxy-4-phenyl-8-(1-piperidinylmethyl)-1-benzopyran-2-one,0.2463,0.1116,0.0989,0.1179,0.2074,0.0736
pos_5596_Rosiridoside A;(-)-Rosiridoside A,0.0177,0.0189,0.0251,0.0339,0.022,0.0482
"pos_5616_(S,E)-Zearalenone",0.117,0.0489,0.0326,0.0222,0.0205,0.0279
"pos_5627_N-[(2S,3S,6S)-2-(hydroxymethyl)-6-[2-(4-propan-2-yl-1-triazolyl)ethyl]-3-oxanyl]cyclopropanecarboxamide",0.0384,0.0414,0.0583,0.0197,0.0127,0.0283
pos_5628_Menthyl pyrrolidone carboxylate,0.0293,0.0316,0.0351,0.0228,0.0114,0.0289
pos_5640_Ineketone,0.3352,0.5294,0.34,0.0144,0.0138,0.0216
pos_5644_,0.0174,0.0237,0.0131,0.0276,0.04,0.0205
"pos_5655_2,4-Dimethyl-5-vinylthiazole",0.1116,0.1449,0.0506,0.1676,0.1812,0.0267
pos_5657_,0.0534,0.039,0.0968,0.0438,0.031,0.0418
pos_5659_Microsphaerone B,0.0344,0.0321,0.033,0.0257,0.022,0.0275
pos_5660_Microsphaerone B,0.0681,0.0442,0.0416,0.0429,0.0258,0.0329
pos_5685_1-Methylinosine,0.0752,0.0831,0.1146,0.149,0.0923,0.2041
"pos_5686_2-(4-{2,3-bis[(dihydroxyamino)oxy]propoxy}phenyl)acetic acid",0.0487,0.0399,0.0255,0.0232,0.0166,0.0243
pos_5713_12-HETE,0.0334,0.0554,0.0471,0.0047,0.0068,0.0075
pos_5716_Prostaglandin F1a,0.0577,0.0844,0.0651,0.0082,0.0063,0.0146
"pos_7830_13,14-Dihydro PGF2a",0.0565,0.1155,0.1016,0.0192,0.0111,0.0173
pos_5719_12-HETE,0.2426,0.487,0.4964,0.1682,0.1498,0.1402
pos_5806_Stylopine;(-)-Stylopine; (-)-Tetrahydrocoptisine;l-Tetrahydrocoptisine,0.1239,0.0943,0.0337,0.0106,0.0205,0.0098
pos_5811_N-{amino[(7-ethoxy-4-methylquinazolin-2-yl)amino]methylidene}propanamide,0.0138,0.0108,0.0013,0.0272,0.0483,0.0168
pos_5818_N-Jasmonoylisoleucine,0.0205,0.028,0.0449,0.0418,0.029,0.0408
pos_5821_,0.0615,0.2083,0.0879,0.0077,0.105,0.3135
pos_9788_Cytochalasin Opho,0.2645,0.9293,0.9431,0.2687,0.2339,0.4938
pos_8769_,0.0494,0.0321,0.0075,1.7538,1.4577,1.6278
pos_5840_Quinine,0.0446,0.0328,0.0227,0.0185,0.0143,0.024
pos_5849_Lactapiperanol D,0.1268,0.1217,0.1057,0.1317,0.1272,0.131
pos_585_beta-(methylenecyclopropyl)pyruvic acid,0.0264,0.013,0.0307,0.3102,0.0121,0.3076
"pos_5863_(13R,14R)-7-Labdene-13,14,15-triol",0.1887,0.1155,0.0827,0.8009,0.7516,0.6361
pos_5870_Stigmalactam,0.9987,0.681,0.0473,0.0124,0.0076,0.0053
pos_5878_Cassythicine,0.0254,0.0277,0.0135,0.0406,0.0176,0.0942
pos_5879_Cassythicine,0.0294,0.0237,0.0019,0.0116,0.0089,0.0094
"pos_6588_8-(2-hydroxypropan-2-yl)-2-oxo-2H,8H,9H-furo[2,3-h]chromen-9-yl 3-methylbut-2-enoate",0.1944,0.2015,0.1583,0.0609,0.0684,0.0926
pos_5916_sulfaguanole,0.5412,0.5322,0.1976,2.8745,6.9882,0.1531
pos_5919_Gingerenone C,0.0175,0.0177,0.0162,0.1237,0.1592,0.0768
pos_5925_,0.0102,0.016,0.0135,0.0735,0.0213,0.1173
pos_5948_(S)-Boldine,2.2918,1.8376,1.3788,0.1131,0.0985,0.0627
pos_5949_(S)-Boldine,1.3968,1.1928,0.3544,0.0223,0.0171,0.0275
pos_5951_(S)-Boldine,2.7525,2.9445,0.9322,0.098,0.103,0.0649
"pos_5973_N,N-Dimethylsphingosine",0.0082,0.0238,0.0122,0.39,0.2066,0.4986
"pos_599_2,4-Hexadienyl acetate",0.0985,0.1407,0.1242,0.0574,0.0083,0.0333
pos_6017_4-Imidazolone-5-propionic acid,0.2198,0.1767,0.2589,0.3076,0.3062,0.221
pos_6021_(S)-Reticuline,0.1307,0.162,0.0262,0.058,0.0465,0.0312
"pos_6042_4,8 Dimethylnonanoyl carnitine",0.181,0.1598,0.0931,0.0993,0.0577,0.0946
pos_6065_,0.2536,0.1638,0.1832,0.1512,0.2334,0.1901
pos_6070_Histidylproline diketopiperazine,0.2931,0.3774,0.3542,0.225,0.1086,0.2992
pos_609_Pseudotropine,0.0021,0,0.0014,0.038,0.3008,0.0031
pos_610_Pseudotropine,0.0027,0.0041,0.0013,0.1128,0.4382,0.0079
pos_6112_,0.0317,0.0409,0.0272,0.7052,0.9571,0.612
pos_6113_,0.0317,0.0409,0.0243,0.7052,0.9571,0.612
"pos_6117_4,4-dimethyl-2-(2-methylpropyl)-8-(propane-2-sulfonyl)-octahydro-1H-[1,4]diazino[1,2-a]pyrazine",0.7814,0.5136,0.065,0.9538,0.6027,0.5294
pos_6125_4-(2-azaniumylethyl)-7-pentylhexadec-9-enoate,0.3777,0.533,0.5999,0.2948,0.3258,0.2529
"pos_6131_[3-(3,5-dicyano-2,6-dimethyl-1,4-dihydropyridin-4-yl)phenyl]methyl nitrate",0.2534,0.3472,0.1171,0.0386,0.0212,0.0276
"pos_6132_3-methyl-1,5-diphenyl-1H-pyrazolo[4,3-e][1,2,4]triazine",0.2686,0.2709,0.1105,0.0326,0.0456,0.0316
"pos_6137_3,3'-Dihydroxy-4',5,7-trimethoxyflavan",0.035,0.045,0.031,0.0746,0.0704,0.0649
pos_8336_Sarpagine,0.0202,0.0214,0.0308,0.0923,0.0329,0.1956
pos_615_5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,0.0183,0.0185,0.0143,0.0459,0.0256,0.0585
pos_6821_Guayulin A,0.0279,0.0447,0.0164,0.2445,0.5468,0.2777
